,,,,,,,,,
Operating Airline,Operating Airline IATA Code,Published Airline,GEO Region,Activity Type Code,Passenger Count,Adjusted Activity Type Code,Adjusted Passenger Count,Year,Month
Air Canada,AC,Air Canada,Canada,Enplaned,17806,Enplaned,17806,2015,September
Air Canada,AC,Air Canada,Canada,Deplaned,22094,Deplaned,22094,2015,September
Air Canada,AC,Air Canada,Canada,Enplaned,22661,Enplaned,22661,2015,September
Air China,CA,Air China,Asia,Deplaned,9430,Deplaned,9430,2015,September
Air China,CA,Air China,Asia,Enplaned,7125,Enplaned,7125,2015,September
Air France,AF,Air France,Europe,Deplaned,19873,Deplaned,19873,2015,September
Air France,AF,Air France,Europe,Enplaned,20515,Enplaned,20515,2015,September
Air New Zealand,NZ,Air New Zealand,Australia / Oceania,Deplaned,8676,Deplaned,8676,2015,September
Air New Zealand,NZ,Air New Zealand,Australia / Oceania,Enplaned,8903,Enplaned,8903,2015,September
Alaska Airlines,AS,Alaska Airlines,US,Deplaned,57496,Deplaned,57496,2015,September
Alaska Airlines,AS,Alaska Airlines,US,Enplaned,53542,Enplaned,53542,2015,September
Alaska Airlines,AS,Alaska Airlines,Mexico,Deplaned,4763,Deplaned,4763,2015,September
Alaska Airlines,AS,Alaska Airlines,Mexico,Enplaned,5258,Enplaned,5258,2015,September
All Nippon Airways,NH,All Nippon Airways,Asia,Deplaned,6869,Deplaned,6869,2015,September
All Nippon Airways,NH,All Nippon Airways,Asia,Enplaned,6554,Enplaned,6554,2015,September
American Airlines,AA,American Airlines,US,Deplaned,118938,Deplaned,118938,2015,September
American Airlines,AA,American Airlines,US,Enplaned,120880,Enplaned,120880,2015,September
Asiana Airlines,OZ,Asiana Airlines,Asia,Deplaned,7665,Deplaned,7665,2015,September
Asiana Airlines,OZ,Asiana Airlines,Asia,Enplaned,6262,Enplaned,6262,2015,September
British Airways,BA,British Airways,Europe,Deplaned,20686,Deplaned,20686,2015,September
British Airways,BA,British Airways,Europe,Enplaned,21341,Enplaned,21341,2015,September
"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",Central America,Deplaned,1514,Deplaned,1514,2015,September
"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",Central America,Enplaned,1290,Enplaned,1290,2015,September
Cathay Pacific,CX,Cathay Pacific,Asia,Deplaned,18713,Deplaned,18713,2015,September
Cathay Pacific,CX,Cathay Pacific,Asia,Enplaned,15635,Enplaned,15635,2015,September
China Airlines,CI,China Airlines,Asia,Deplaned,7824,Deplaned,7824,2015,September
China Airlines,CI,China Airlines,Asia,Enplaned,7873,Enplaned,7873,2015,September
China Eastern,MU,China Eastern,Asia,Deplaned,6408,Deplaned,6408,2015,September
China Eastern,MU,China Eastern,Asia,Enplaned,5159,Enplaned,5159,2015,September
China Southern,CZ,China Southern,Asia,Deplaned,6074,Deplaned,6074,2015,September
China Southern,CZ,China Southern,Asia,Enplaned,4971,Enplaned,4971,2015,September
Compass Airlines,CP,Delta Air Lines,US,Deplaned,26046,Deplaned,26046,2015,September
Compass Airlines,CP,Delta Air Lines,US,Enplaned,25626,Enplaned,25626,2015,September
Compass Airlines,CP,American Airlines,US,Deplaned,8965,Deplaned,8965,2015,September
Compass Airlines,CP,American Airlines,US,Enplaned,8399,Enplaned,8399,2015,September
Delta Air Lines,DL,Delta Air Lines,US,Deplaned,142133,Deplaned,142133,2015,September
Delta Air Lines,DL,Delta Air Lines,US,Enplaned,142506,Enplaned,142506,2015,September
EVA Airways,BR,EVA Airways,Asia,Deplaned,14543,Deplaned,14543,2015,September
EVA Airways,BR,EVA Airways,Asia,Enplaned,12907,Enplaned,12907,2015,September
Emirates,EK,Emirates,Middle East,Deplaned,10515,Deplaned,10515,2015,September
Emirates,EK,Emirates,Middle East,Enplaned,10065,Enplaned,10065,2015,September
Etihad Airways,EY,Etihad Airways,Middle East,Deplaned,6374,Deplaned,6374,2015,September
Etihad Airways,EY,Etihad Airways,Middle East,Enplaned,4361,Enplaned,4361,2015,September
Frontier Airlines,F9,Frontier Airlines,US,Deplaned,25698,Deplaned,25698,2015,September
Frontier Airlines,F9,Frontier Airlines,US,Enplaned,25516,Enplaned,25516,2015,September
Hawaiian Airlines,HA,Hawaiian Airlines,US,Deplaned,14409,Deplaned,14409,2015,September
Hawaiian Airlines,HA,Hawaiian Airlines,US,Enplaned,12886,Enplaned,12886,2015,September
Japan Airlines,JL,Japan Airlines,Asia,Deplaned,6306,Deplaned,6306,2015,September
Japan Airlines,JL,Japan Airlines,Asia,Enplaned,6380,Enplaned,6380,2015,September
JetBlue Airways,B6,JetBlue Airways,US,Deplaned,57635,Deplaned,57635,2015,September
JetBlue Airways,B6,JetBlue Airways,US,Enplaned,59332,Enplaned,59332,2015,September
JetBlue Airways,B6,JetBlue Airways,US,Deplaned,720,Deplaned,720,2015,September
JetBlue Airways,B6,JetBlue Airways,US,Enplaned,695,Enplaned,695,2015,September
KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,Europe,Deplaned,11751,Deplaned,11751,2015,September
KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,Europe,Enplaned,11669,Enplaned,11669,2015,September
Korean Air Lines,KE,Korean Air Lines,Asia,Deplaned,6766,Deplaned,6766,2015,September
Korean Air Lines,KE,Korean Air Lines,Asia,Enplaned,5679,Enplaned,5679,2015,September
Lufthansa German Airlines,LH,Lufthansa German Airlines,Europe,Deplaned,22245,Deplaned,22245,2015,September
Lufthansa German Airlines,LH,Lufthansa German Airlines,Europe,Enplaned,22434,Enplaned,22434,2015,September
Miami Air International,GL,Miami Air International,US,Deplaned,166,Deplaned,166,2015,September
Philippine Airlines,PR,Philippine Airlines,Asia,Deplaned,8520,Deplaned,8520,2015,September
Philippine Airlines,PR,Philippine Airlines,Asia,Enplaned,7284,Enplaned,7284,2015,September
SAS Airlines,SK,SAS Airlines,Europe,Deplaned,6739,Deplaned,6739,2015,September
SAS Airlines,SK,SAS Airlines,Europe,Enplaned,7232,Enplaned,7232,2015,September
Singapore Airlines,SQ,Singapore Airlines,Asia,Deplaned,13956,Deplaned,13956,2015,September
Singapore Airlines,SQ,Singapore Airlines,Asia,Enplaned,12514,Enplaned,12514,2015,September
SkyWest Airlines,OO,Delta Air Lines,US,Deplaned,3252,Deplaned,3252,2015,September
SkyWest Airlines,OO,Delta Air Lines,US,Enplaned,3254,Enplaned,3254,2015,September
SkyWest Airlines,OO,United Airlines,US,Deplaned,152472,Deplaned,152472,2015,September
SkyWest Airlines,OO,United Airlines,US,Enplaned,150286,Enplaned,150286,2015,September
SkyWest Airlines,OO,United Airlines,Canada,Deplaned,1454,Deplaned,1454,2015,September
SkyWest Airlines,OO,United Airlines,Canada,Deplaned,8105,Deplaned,8105,2015,September
SkyWest Airlines,OO,United Airlines,Canada,Enplaned,9654,Enplaned,9654,2015,September
Southwest Airlines,WN,Southwest Airlines,US,Deplaned,149173,Deplaned,149173,2015,September
Southwest Airlines,WN,Southwest Airlines,US,Enplaned,148196,Enplaned,148196,2015,September
Southwest Airlines,WN,Southwest Airlines,US,Thru / Transit,14,Thru / Transit * 2,28,2015,September
Sun Country Airlines,SY,Sun Country Airlines,US,Deplaned,7911,Deplaned,7911,2015,September
Sun Country Airlines,SY,Sun Country Airlines,US,Enplaned,7294,Enplaned,7294,2015,September
Swiss International,LX,Swiss International,Europe,Deplaned,6460,Deplaned,6460,2015,September
Swiss International,LX,Swiss International,Europe,Enplaned,6429,Enplaned,6429,2015,September
TACA,TA,TACA,Central America,Deplaned,4626,Deplaned,4626,2015,September
TACA,TA,TACA,Central America,Enplaned,4295,Enplaned,4295,2015,September
Turkish Airlines,TK,Turkish Airlines,Europe,Deplaned,8226,Deplaned,8226,2015,September
Turkish Airlines,TK,Turkish Airlines,Europe,Enplaned,8497,Enplaned,8497,2015,September
US Airways,US,US Airways,US,Deplaned,70960,Deplaned,70960,2015,September
US Airways,US,US Airways,US,Enplaned,75159,Enplaned,75159,2015,September
United Airlines,UA,United Airlines,US,Deplaned,26083,Deplaned,26083,2015,September
United Airlines,UA,United Airlines,US,Enplaned,23414,Enplaned,23414,2015,September
United Airlines,UA,United Airlines,US,Deplaned,246806,Deplaned,246806,2015,September
United Airlines,UA,United Airlines,US,Enplaned,271922,Enplaned,271922,2015,September
United Airlines,UA,United Airlines,US,Thru / Transit,126,Thru / Transit * 2,252,2015,September
United Airlines,UA,United Airlines,US,Deplaned,343151,Deplaned,343151,2015,September
United Airlines,UA,United Airlines,US,Enplaned,331556,Enplaned,331556,2015,September
United Airlines,UA,United Airlines,US,Thru / Transit,250,Thru / Transit * 2,500,2015,September
United Airlines,UA,United Airlines,Asia,Deplaned,70270,Deplaned,70270,2015,September
United Airlines,UA,United Airlines,Asia,Enplaned,63156,Enplaned,63156,2015,September
United Airlines,UA,United Airlines,Australia / Oceania,Deplaned,6667,Deplaned,6667,2015,September
United Airlines,UA,United Airlines,Australia / Oceania,Enplaned,7034,Enplaned,7034,2015,September
United Airlines,UA,United Airlines,Canada,Deplaned,362,Deplaned,362,2015,September
United Airlines,UA,United Airlines,Canada,Enplaned,1008,Enplaned,1008,2015,September
United Airlines,UA,United Airlines,Canada,Thru / Transit,98,Thru / Transit * 2,196,2015,September
United Airlines,UA,United Airlines,Canada,Deplaned,10029,Deplaned,10029,2015,September
United Airlines,UA,United Airlines,Canada,Enplaned,987,Enplaned,987,2015,September
United Airlines,UA,United Airlines,Canada,Deplaned,10370,Deplaned,10370,2015,September
United Airlines,UA,United Airlines,Canada,Enplaned,17334,Enplaned,17334,2015,September
United Airlines,UA,United Airlines,Europe,Deplaned,41859,Deplaned,41859,2015,September
United Airlines,UA,United Airlines,Europe,Enplaned,43607,Enplaned,43607,2015,September
United Airlines,UA,United Airlines,Mexico,Deplaned,10826,Deplaned,10826,2015,September
United Airlines,UA,United Airlines,Mexico,Enplaned,8452,Enplaned,8452,2015,September
United Airlines,UA,United Airlines,Mexico,Enplaned,3340,Enplaned,3340,2015,September
Virgin America,VX,Virgin America,US,Deplaned,163718,Deplaned,163718,2015,September
Virgin America,VX,Virgin America,US,Enplaned,171093,Enplaned,171093,2015,September
Virgin America,VX,Virgin America,Mexico,Deplaned,1981,Deplaned,1981,2015,September
Virgin America,VX,Virgin America,Mexico,Enplaned,1886,Enplaned,1886,2015,September
Virgin Atlantic,VS,Virgin Atlantic,Europe,Deplaned,15368,Deplaned,15368,2015,September
Virgin Atlantic,VS,Virgin Atlantic,Europe,Enplaned,15621,Enplaned,15621,2015,September
WestJet Airlines,WS,WestJet Airlines,Canada,Deplaned,7427,Deplaned,7427,2015,September
WestJet Airlines,WS,WestJet Airlines,Canada,Enplaned,7523,Enplaned,7523,2015,September
Aer Lingus,EI,Aer Lingus,Europe,Deplaned,7105,Deplaned,7105,2015,October
Aer Lingus,EI,Aer Lingus,Europe,Enplaned,6502,Enplaned,6502,2015,October
Aeromexico,AM,Aeromexico,Mexico,Deplaned,9506,Deplaned,9506,2015,October
Aeromexico,AM,Aeromexico,Mexico,Enplaned,10316,Enplaned,10316,2015,October
Air Canada,AC,Air Canada,Canada,Deplaned,15184,Deplaned,15184,2015,October
Air Canada,AC,Air Canada,Canada,Enplaned,14346,Enplaned,14346,2015,October
Air Canada,AC,Air Canada,Canada,Deplaned,24772,Deplaned,24772,2015,October
Air Canada,AC,Air Canada,Canada,Enplaned,23406,Enplaned,23406,2015,October
Air China,CA,Air China,Asia,Deplaned,7620,Deplaned,7620,2015,October
Air China,CA,Air China,Asia,Enplaned,9208,Enplaned,9208,2015,October
Air France,AF,Air France,Europe,Deplaned,15190,Deplaned,15190,2015,October
Air France,AF,Air France,Europe,Enplaned,14356,Enplaned,14356,2015,October
Air New Zealand,NZ,Air New Zealand,Australia / Oceania,Deplaned,7695,Deplaned,7695,2015,October
Air New Zealand,NZ,Air New Zealand,Australia / Oceania,Enplaned,9528,Enplaned,9528,2015,October
Alaska Airlines,AS,Alaska Airlines,US,Deplaned,52272,Deplaned,52272,2015,October
Alaska Airlines,AS,Alaska Airlines,US,Enplaned,54817,Enplaned,54817,2015,October
Alaska Airlines,AS,Alaska Airlines,Mexico,Deplaned,5890,Deplaned,5890,2015,October
Alaska Airlines,AS,Alaska Airlines,Mexico,Enplaned,6331,Enplaned,6331,2015,October
All Nippon Airways,NH,All Nippon Airways,Asia,Deplaned,6758,Deplaned,6758,2015,October
All Nippon Airways,NH,All Nippon Airways,Asia,Enplaned,7097,Enplaned,7097,2015,October
American Airlines,AA,American Airlines,US,Deplaned,36425,Deplaned,36425,2015,October
American Airlines,AA,American Airlines,US,Enplaned,37762,Enplaned,37762,2015,October
American Airlines,AA,American Airlines,US,Deplaned,127606,Deplaned,127606,2015,October
American Airlines,AA,American Airlines,US,Enplaned,128594,Enplaned,128594,2015,October
Asiana Airlines,OZ,Asiana Airlines,Asia,Deplaned,7483,Deplaned,7483,2015,October
Asiana Airlines,OZ,Asiana Airlines,Asia,Enplaned,8342,Enplaned,8342,2015,October
British Airways,BA,British Airways,Europe,Deplaned,22535,Deplaned,22535,2015,October
British Airways,BA,British Airways,Europe,Enplaned,22169,Enplaned,22169,2015,October
"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",Central America,Deplaned,3520,Deplaned,3520,2015,October
"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",Central America,Enplaned,3489,Enplaned,3489,2015,October
Cathay Pacific,CX,Cathay Pacific,Asia,Deplaned,22437,Deplaned,22437,2015,October
Cathay Pacific,CX,Cathay Pacific,Asia,Enplaned,19293,Enplaned,19293,2015,October
China Airlines,CI,China Airlines,Asia,Deplaned,7448,Deplaned,7448,2015,October
China Airlines,CI,China Airlines,Asia,Enplaned,9863,Enplaned,9863,2015,October
China Eastern,MU,China Eastern,Asia,Deplaned,5391,Deplaned,5391,2015,October
China Eastern,MU,China Eastern,Asia,Enplaned,5565,Enplaned,5565,2015,October
China Southern,CZ,China Southern,Asia,Deplaned,5525,Deplaned,5525,2015,October
China Southern,CZ,China Southern,Asia,Enplaned,5980,Enplaned,5980,2015,October
Compass Airlines,CP,Delta Air Lines,US,Deplaned,25971,Deplaned,25971,2015,October
Compass Airlines,CP,Delta Air Lines,US,Enplaned,27010,Enplaned,27010,2015,October
Compass Airlines,CP,American Airlines,US,Deplaned,10530,Deplaned,10530,2015,October
Compass Airlines,CP,American Airlines,US,Enplaned,9641,Enplaned,9641,2015,October
Delta Air Lines,DL,Delta Air Lines,US,Deplaned,116955,Deplaned,116955,2015,October
Delta Air Lines,DL,Delta Air Lines,US,Enplaned,158151,Enplaned,158151,2015,October
Delta Air Lines,DL,Delta Air Lines,US,Thru / Transit,68,Thru / Transit * 2,136,2015,October
EVA Airways,BR,EVA Airways,Asia,Deplaned,14470,Deplaned,14470,2015,October
EVA Airways,BR,EVA Airways,Asia,Enplaned,17128,Enplaned,17128,2015,October
Emirates,EK,Emirates,Middle East,Deplaned,9515,Deplaned,9515,2015,October
Emirates,EK,Emirates,Middle East,Enplaned,11567,Enplaned,11567,2015,October
Etihad Airways,EY,Etihad Airways,Middle East,Deplaned,6267,Deplaned,6267,2015,October
Etihad Airways,EY,Etihad Airways,Middle East,Enplaned,5701,Enplaned,5701,2015,October
Frontier Airlines,F9,Frontier Airlines,US,Deplaned,28141,Deplaned,28141,2015,October
Frontier Airlines,F9,Frontier Airlines,US,Enplaned,28213,Enplaned,28213,2015,October
Hawaiian Airlines,HA,Hawaiian Airlines,US,Deplaned,13620,Deplaned,13620,2015,October
Hawaiian Airlines,HA,Hawaiian Airlines,US,Enplaned,14929,Enplaned,14929,2015,October
Japan Airlines,JL,Japan Airlines,Asia,Deplaned,5986,Deplaned,5986,2015,October
Japan Airlines,JL,Japan Airlines,Asia,Enplaned,6826,Enplaned,6826,2015,October
JetBlue Airways,B6,JetBlue Airways,US,Deplaned,64326,Deplaned,64326,2015,October
JetBlue Airways,B6,JetBlue Airways,US,Enplaned,63221,Enplaned,63221,2015,October
JetBlue Airways,B6,JetBlue Airways,US,Deplaned,114,Deplaned,114,2015,October
JetBlue Airways,B6,JetBlue Airways,US,Enplaned,144,Enplaned,144,2015,October
KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,Europe,Deplaned,11022,Deplaned,11022,2015,October
KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,Europe,Enplaned,10221,Enplaned,10221,2015,October
Korean Air Lines,KE,Korean Air Lines,Asia,Deplaned,6453,Deplaned,6453,2015,October
Korean Air Lines,KE,Korean Air Lines,Asia,Enplaned,7526,Enplaned,7526,2015,October
Lufthansa German Airlines,LH,Lufthansa German Airlines,Europe,Deplaned,23713,Deplaned,23713,2015,October
Lufthansa German Airlines,LH,Lufthansa German Airlines,Europe,Enplaned,22825,Enplaned,22825,2015,October
Philippine Airlines,PR,Philippine Airlines,Asia,Deplaned,8694,Deplaned,8694,2015,October
Philippine Airlines,PR,Philippine Airlines,Asia,Enplaned,10022,Enplaned,10022,2015,October
SAS Airlines,SK,SAS Airlines,Europe,Deplaned,7317,Deplaned,7317,2015,October
SAS Airlines,SK,SAS Airlines,Europe,Enplaned,6674,Enplaned,6674,2015,October
Singapore Airlines,SQ,Singapore Airlines,Asia,Deplaned,11678,Deplaned,11678,2015,October
Singapore Airlines,SQ,Singapore Airlines,Asia,Enplaned,15458,Enplaned,15458,2015,October
SkyWest Airlines,OO,Delta Air Lines,US,Deplaned,3717,Deplaned,3717,2015,October
SkyWest Airlines,OO,Delta Air Lines,US,Enplaned,3642,Enplaned,3642,2015,October
SkyWest Airlines,OO,United Airlines,US,Deplaned,167699,Deplaned,167699,2015,October
SkyWest Airlines,OO,United Airlines,US,Enplaned,164943,Enplaned,164943,2015,October
SkyWest Airlines,OO,United Airlines,Canada,Deplaned,1414,Deplaned,1414,2015,October
SkyWest Airlines,OO,United Airlines,Canada,Deplaned,10501,Deplaned,10501,2015,October
SkyWest Airlines,OO,United Airlines,Canada,Enplaned,13106,Enplaned,13106,2015,October
Southwest Airlines,WN,Southwest Airlines,US,Deplaned,156435,Deplaned,156435,2015,October
Southwest Airlines,WN,Southwest Airlines,US,Enplaned,155152,Enplaned,155152,2015,October
Southwest Airlines,WN,Southwest Airlines,US,Thru / Transit,27,Thru / Transit * 2,54,2015,October
Sun Country Airlines,SY,Sun Country Airlines,US,Deplaned,7273,Deplaned,7273,2015,October
Sun Country Airlines,SY,Sun Country Airlines,US,Enplaned,6868,Enplaned,6868,2015,October
Swiss International,LX,Swiss International,Europe,Deplaned,6641,Deplaned,6641,2015,October
Swiss International,LX,Swiss International,Europe,Enplaned,6186,Enplaned,6186,2015,October
TACA,TA,TACA,Central America,Deplaned,4212,Deplaned,4212,2015,October
TACA,TA,TACA,Central America,Enplaned,4558,Enplaned,4558,2015,October
Turkish Airlines,TK,Turkish Airlines,Europe,Deplaned,9227,Deplaned,9227,2015,October
Turkish Airlines,TK,Turkish Airlines,Europe,Enplaned,8638,Enplaned,8638,2015,October
US Airways,US,US Airways,US,Deplaned,42279,Deplaned,42279,2015,October
US Airways,US,US Airways,US,Enplaned,43498,Enplaned,43498,2015,October
United Airlines,UA,United Airlines,US,Deplaned,25092,Deplaned,25092,2015,October
United Airlines,UA,United Airlines,US,Enplaned,21490,Enplaned,21490,2015,October
United Airlines,UA,United Airlines,US,Deplaned,270749,Deplaned,270749,2015,October
United Airlines,UA,United Airlines,US,Enplaned,282049,Enplaned,282049,2015,October
United Airlines,UA,United Airlines,US,Thru / Transit,123,Thru / Transit * 2,246,2015,October
United Airlines,UA,United Airlines,US,Deplaned,358383,Deplaned,358383,2015,October
United Airlines,UA,United Airlines,US,Enplaned,353471,Enplaned,353471,2015,October
United Airlines,UA,United Airlines,US,Thru / Transit,110,Thru / Transit * 2,220,2015,October
United Airlines,UA,United Airlines,Asia,Deplaned,66115,Deplaned,66115,2015,October
United Airlines,UA,United Airlines,Asia,Enplaned,73726,Enplaned,73726,2015,October
United Airlines,UA,United Airlines,Asia,Enplaned,361,Enplaned,361,2015,October
United Airlines,UA,United Airlines,Australia / Oceania,Deplaned,5899,Deplaned,5899,2015,October
United Airlines,UA,United Airlines,Australia / Oceania,Enplaned,6869,Enplaned,6869,2015,October
United Airlines,UA,United Airlines,Canada,Deplaned,610,Deplaned,610,2015,October
United Airlines,UA,United Airlines,Canada,Enplaned,952,Enplaned,952,2015,October
